img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_945661JapanFrontccc.jpg,Kamen Rider: Battride War Genesis,PS4,Action,Namco Bandai Games,Unknown,,,,,0.07,,0.07,,,2016-02-25,
/games/boxart/full_3537787JapanFrontccc.jpg,Godzilla (2014),PS3,Action,Namco Bandai Games,Namco Bandai Games,,,,,0.07,,0.06,0.01,0.0,2015-07-14,
/games/boxart/full_7748771JapanFrontccc.jpg,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,Action,Namco Bandai,Bandai Namco Games,,,,,0.07,,0.07,,,2010-03-18,
/games/boxart/8208117ccc.jpg,Crimson Sea 2,PS2,Action,KOEI,Koei,,,,,0.07,0.03,,0.03,0.01,2004-03-30,
/games/boxart/full_9457548JapanFrontccc.jpg,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,Action,FuRyu Corporation,FuRyu Corporation,,,,,0.07,,0.07,,,2013-03-07,2018-12-28
/games/boxart/full_7687731PALFrontccc.jpeg,Middle-Earth: Shadow of War,PC,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,0.07,0.03,,0.04,0.01,2017-10-10,2018-01-10
/games/boxart/4549130ccc.jpg,Catwoman,GC,Action,Electronic Arts,Argonaut Games,,5.3,,,0.07,0.05,,0.01,0.0,2004-07-20,
/games/boxart/full_1453316JapanFrontccc.jpg,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,Action,Banpresto,Inti Creates,,,,,0.07,,0.07,,0.0,2006-03-23,
/games/boxart/full_alpha-and-omega_10AmericaFront.jpg,Alpha and Omega,DS,Action,Storm City Games,Sparkworkz,,,,,0.07,0.06,,0.0,0.0,2010-09-14,
/games/boxart/full_1491554AmericaFrontccc.jpg,SG/ZH: School Girl/Zombie Hunter,PS4,Action,Aksys Games,Tamsoft,,,,,0.07,0.04,0.02,,0.01,2017-11-17,2018-09-17
/games/boxart/full_spartan-total-warrior_263AmericaFront.jpg,Spartan: Total Warrior,GC,Action,Sega,The Creative Assembly,,7.1,,,0.07,0.05,,0.01,0.0,2005-10-27,
/games/boxart/168833ccc.jpg,Pitfall: The Lost Expedition,XB,Action,Activision,Edge of Reality,,,,,0.07,0.05,,0.01,0.0,2004-02-18,
/games/boxart/full_1292541AmericaFrontccc.jpg,Fantastic Four,PS,Action,Acclaim Entertainment,Probe Entertainment Limited,,,,,0.07,0.04,,0.03,0.0,1997-09-30,
/games/boxart/4033315ccc.jpg,River City Ransom EX,GBA,Action,Atlus,Million,,,,,0.07,0.05,,0.02,0.0,2004-05-25,
/games/boxart/full_top-gun_876AmericaFront.jpg,Top Gun,PS3,Action,505 Games,Doublesix,,,,,0.07,0.06,,,0.01,2011-06-14,
/games/boxart/4505128ccc.gif,Dynasty Warriors DS: Fighter's Battle,DS,Action,KOEI,Omega Force,,,,,0.07,0.04,0.03,0.0,0.0,2007-07-25,
/games/boxart/6097223ccc.gif,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,Action,Capcom,Unknown,,,,,0.07,,0.07,,,1993-09-27,
/games/boxart/full_514262JapanFrontccc.jpg,PriPara Mezameyo! Megami no Dress Design,3DS,Action,Takara Tomy,Takara Tomy,,,,,0.07,,0.07,,,2016-11-10,2018-07-28
/games/boxart/full_2470874AmericaFrontccc.jpg,Terraria,PS4,Action,505 Games,Re-Logic,,,,,0.07,,0.01,0.05,0.01,2014-12-02,2018-03-19
/games/boxart/3805231ccc.jpg,Robot Alchemic Drive,PS2,Action,Enix,Sandlot,,,,,0.07,0.03,,0.03,0.01,2002-11-04,
/games/boxart/full_2345155AmericaFrontccc.jpg,Tokyo Beat Down,DS,Action,Atlus,Success,,,,,0.07,0.06,,,0.01,2009-03-31,
/games/boxart/full_7629821JapanFrontccc.jpg,Accel World vs. Sword Art Online: Millennium Twilight,PSV,Action,Namco Bandai Games,Namco Bandai Games,,,,,0.07,,0.07,,,2017-07-07,2018-07-04
/games/boxart/full_6974261PALFrontccc.jpg,OverBlood 2,PS,Action,Evolution Games,Riverhillsoft,,,,,0.07,,0.06,,0.0,2001-04-13,
/games/boxart/full_5699103AmericaFrontccc.jpg,Bad Apple Wars,PSV,Action,Aksys Games,Aksys Games,,,,,0.07,0.02,0.04,,0.01,2017-10-13,2018-09-21
/games/boxart/7643877ccc.jpg,Firefighter F.D.18,PS2,Action,Konami,Konami Computer Entertainment Tokyo,,5.9,,,0.07,0.03,,0.03,0.01,2004-03-09,
/games/boxart/full_6438971AmericaFrontccc.jpg,Warhammer: The End Times - Vermintide,PS4,Action,Games Workshop,Fatshark,,,,,0.07,0.03,,0.03,0.01,2016-10-04,2018-08-11
/games/boxart/4028542ccc.jpg,Jackass the Game DS,DS,Action,Red Mile Entertainment,Sensory Sweep Studios,,,,,0.07,0.06,,0.0,0.01,2008-01-08,
/games/boxart/full_generator-rex-agent-of-providence_866AmericaFront.jpg,Generator Rex: Agent of Providence,DS,Action,Activision,Virtuos,,,,,0.07,0.05,,0.01,0.01,2011-11-01,2019-01-15
/games/boxart/2288489ccc.jpg,The Powerpuff Girls: Relish Rampage,GC,Action,BAM! Entertainment,VIS Entertainment,,,,,0.07,0.05,,0.01,0.0,2003-12-15,
/games/boxart/full_1833309AmericaFrontccc.jpg,Ninja Warriors,SNES,Action,Taito,Natsume,,,,,0.07,,0.07,,,1994-01-01,
/games/boxart/full_4859550AmericaFrontccc.jpg,Ghostbusters (2016),XOne,Action,Activision,FireForge Games,,,,,0.07,0.06,,,0.01,2016-07-12,2018-09-17
/games/boxart/full_9302614AmericaFrontccc.jpg,Norse by Norsewest: The Return of the Lost Vikings,PS,Action,Interplay,Beam Software,,,,,0.07,0.04,,0.03,0.0,1997-11-17,
/games/boxart/full_2111877JapanFrontccc.jpg,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,Action,Kadokawa Shoten,Type-Moon,,,,,0.07,,0.07,,,2007-05-24,
/games/boxart/673366ccc.jpg,Deep Labyrinth,DS,Action,Atlus,Unknown,7.0,,,,0.07,0.06,,,0.0,2006-08-15,
/games/boxart/full_1399041AmericaFrontccc.jpg,Secret Service: Ultimate Sacrifice,PS2,Action,Activision,Tigon,,,,,0.07,0.03,,0.03,0.01,2008-11-04,
/games/boxart/full_9466174AmericaFrontccc.jpg,Spawn: Armageddon,GC,Action,Namco,Point of View,,,,,0.07,0.05,,0.01,0.0,2003-11-21,
/games/boxart/full_6790459PALFrontccc.jpg,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,Action,505 Games,Matrix Software,,,,,0.07,,0.07,,,2008-04-22,
/games/boxart/full_2534257JapanFrontccc.jpg,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,Action,Namco Bandai Games,Namco Bandai Games,,,,,0.07,,0.07,,,2014-10-02,2018-07-28
/games/boxart/full_4883635JapanFrontccc.jpg,Samurai Warriors 4: Empires,PSV,Action,Tecmo Koei,Omega Force,,,,,0.07,,0.07,,,2016-03-15,
/games/boxart/full_1109102AmericaFrontccc.jpg,Daniel X: The Ultimate Power,DS,Action,THQ,Griptonite Games,,,,,0.07,0.06,,,0.0,2010-01-12,
/games/boxart/9489751ccc.jpg,Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,Ubisoft Montreal,,5.5,,,0.07,0.05,,0.02,0.0,2003-10-27,
/games/boxart/5194873ccc.jpg,X-Men: The Official Game,GBA,Action,Activision,WayForward Technologies,,,,,0.07,0.05,,0.02,0.0,2006-05-16,
/games/boxart/full_7884938JapanFrontccc.jpg,Chou Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,Action,Bandai Namco Games,Bandai Namco Games,,,,,0.07,,0.07,,,2016-09-15,2018-08-06
/games/boxart/full_9144156JapanFrontccc.jpg,Samurai Warriors 4: Empires,PS3,Action,Tecmo Koei,Omega Force,,,,,0.07,,0.07,,,2016-03-15,
/games/boxart/full_tron-evolution_790AmericaFront.jpg,TRON: Evolution,PC,Action,Disney Interactive Studios,Propaganda Games,,,,,0.07,0.06,,0.0,0.0,2010-12-07,
/games/boxart/full_5364738AmericaFrontccc.jpg,Army Men: Green Rogue,PS,Action,3DO,3DO,,,,,0.07,0.04,,0.02,0.0,2001-04-13,
/games/boxart/full_9212248AmericaFrontccc.jpg,Legend of Kay Anniversary,PS4,Action,Nordic Games,Nordic Games,,,,,0.07,,,0.06,0.01,2015-07-28,2018-04-09
/games/boxart/full_9242455AmericaFrontccc.jpg,Alex Rider: Stormbreaker,DS,Action,THQ,Altron,,4.0,,,0.07,0.06,,0.0,0.0,2006-10-02,
/games/boxart/full_1066233PALFrontccc.jpg,Zombi,PS4,Action,Ubisoft,Ubisoft Montpellier,,7.5,,,0.07,,0.01,0.04,0.01,2015-08-18,2018-01-17
/games/boxart/full_1496097AmericaFrontccc.jpg,Prince of Persia: The Fallen King,DS,Action,Ubisoft,Ubisoft Casablanca,,,,,0.07,0.06,,0.0,0.0,2008-12-02,
/games/boxart/3570105ccc.jpg,Frogger Advance: The Great Quest,GBA,Action,Konami,KCEA,,5.5,,,0.07,0.05,,0.02,0.0,2002-05-26,
/games/boxart/1426012ccc.jpg,Streets of Rage 3,GEN,Action,Sega,Sega,,,,,0.07,,0.07,,0.0,1994-03-17,
/games/boxart/full_1941281JapanFrontccc.jpg,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,Action,Alchemist,Alchemist,,,,,0.06,,0.06,,,2015-12-17,
/games/boxart/full_james-bond-007-blood-stone_10AmericaFront.jpg,James Bond 007: Blood Stone,DS,Action,Activision,n-Space,,7.0,,,0.06,0.05,,0.01,0.0,2010-11-02,
/games/boxart/2954951ccc.jpg,Kabuki Warriors,XB,Action,Crave Entertainment,Light Weight,,1.0,,,0.06,0.05,,0.01,0.0,2001-11-19,
/games/boxart/full_6721758AmericaFrontccc.jpg,Fist of the North Star: Ken's Rage 2,X360,Action,Tecmo Koei,Koei,,,,,0.06,0.03,0.02,0.01,0.0,2013-02-05,2019-01-03
/games/boxart/5433711ccc.jpg,NanoBreaker,PS2,Action,Konami,Konami Computer Entertainment Tokyo,,,,,0.06,0.03,,0.02,0.01,2005-02-15,
/games/boxart/7826044ccc.jpg,Escape from Bug Island,Wii,Action,Eidos Interactive,Spike,,,,,0.06,0.04,0.01,0.01,0.0,2007-07-25,
/games/boxart/full_8075055PALFrontccc.jpg,Adventure Time: Finn & Jake Investigations,XOne,Action,Little Orbit,Vicious Cycle,,,,,0.06,0.04,,0.02,0.01,2015-10-20,2018-03-17
/games/boxart/full_9174690AmericaFrontccc.jpg,Nights of Azure 2: Bride of the New Moon,NS,Action,Tecmo Koei,Gust,,,,,0.06,0.02,0.01,0.02,0.0,2017-10-24,2018-09-06
/games/boxart/7413595ccc.jpg,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,Action,Capcom,Capcom,,5.6,,,0.06,0.05,,0.02,0.0,2003-11-12,
/games/boxart/full_2824693JapanFrontccc.jpg,Ikki Tousen: Xross Impact,PSP,Action,Marvelous Interactive,Marvelous Interactive,,,,,0.06,,0.06,,,2010-04-28,
/games/boxart/full_6915272JapanFrontccc.jpg,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,Action,Namco Bandai,Bandai Namco Games,,,,,0.06,,0.06,,,2007-09-27,
/games/boxart/full_3170987JapanFrontccc.jpg,Ys vs. Sora no Kiseki: Alternative Saga,PSP,Action,Falcom Corporation,Nihon Falcom Corporation,,,,,0.06,,0.06,,,2010-07-29,
/games/boxart/full_2839176AmericaFrontccc.jpg,Ittle Dew 2+,NS,Action,Nicalis,Ludosity AB,,,,,0.06,0.06,,,0.01,2017-11-14,2019-02-16
/games/boxart/default.jpg,Dynasty Warriors Vs,3DS,Action,KOEI,Koei,,,,,0.06,,0.06,,,2012-03-15,
/games/boxart/full_4976499JapanFrontccc.jpg,Girls und Panzer: Dream Tank Match,PS4,Action,Bandai Namco Games,Bandai Namco Games,,,,,0.06,,0.06,,,2018-02-22,2018-01-16
/games/boxart/full_2200805AmericaFrontccc.jpg,Tonka Rescue Patrol,GC,Action,TDK Mediactive,TDK Mediactive,,,,,0.06,0.05,,0.01,0.0,2003-11-18,
/games/boxart/full_generator-rex-agent-of-providence_76AmericaFront.jpg,Generator Rex: Agent of Providence,X360,Action,Activision,Virtuos,,,,,0.06,0.05,,0.01,0.01,2011-11-01,2019-01-15
/games/boxart/full_6861944JapanFrontccc.jpg,Kamen Rider: Battride War Genesis,PSV,Action,Namco Bandai Games,Unknown,,,,,0.06,,0.06,,,2016-02-25,
/games/boxart/full_9610425JapanFrontccc.jpg,Famicom Mini: Balloon Fight,GBA,Action,Nintendo,Nintendo,,,,,0.06,,0.06,,0.0,2004-05-21,
/games/boxart/full_5179112JapanFrontccc.jpg,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,Action,Namco Bandai,Bandai Namco Games,,,,,0.06,,0.06,,,2008-02-28,2018-04-21
/games/boxart/9699543ccc.jpg,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,Action,Ubisoft,Ubisoft,,,,,0.06,0.05,,0.02,0.0,2004-03-24,
/games/boxart/full_2398631AmericaFrontccc.jpg,Mystic Heroes,PS2,Action,KOEI,Koei,,,,,0.06,0.03,,0.02,0.01,2002-11-24,
/games/boxart/full_6906709AmericaFrontccc.jpg,Tron 2.0: Killer App,GBA,Action,Buena Vista,Digital Eclipse Software,,,,,0.06,0.04,,0.02,0.0,2004-10-20,
/games/boxart/full_3252146AmericaFrontccc.jpg,Power Shovel,PS,Action,Acclaim Entertainment,Taito Corporation,,,,,0.06,0.03,,0.02,0.0,2001-07-19,
/games/boxart/full_9084921JapanFrontccc.jpg,Fate/Extella Link,PSV,Action,Marvelous,Marvelous,,,,,0.06,,0.06,,,2018-06-07,2018-12-30
/games/boxart/full_legend-of-kay_10AmericaFront.jpg,Legend of Kay,DS,Action,DreamCatcher Interactive,Firehazard Studio,,,,,0.06,0.06,,0.0,0.0,2010-06-15,
/games/boxart/3994009ccc.gif,Kurupoto Cool Cool Stars,DS,Action,UFO Interactive,Starfish SD,,,,,0.06,0.06,,,0.0,2007-10-07,
/games/boxart/full_1876405JapanFrontccc.jpg,Luminous Arc Infinity,PSV,Action,Marvel Entertainment,Xseed Games,,,,,0.06,,0.06,,,2015-08-06,2018-09-22
/games/boxart/full_4371753JapanFrontccc.jpg,Kikou Heidan J-Phoenix,PS2,Action,Takara,Shoeisha,,,,,0.06,,0.06,,,2001-06-28,
/games/boxart/default.jpg,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,Action,Konami,Konami,,,,,0.06,0.04,,0.02,0.0,2005-02-08,
/games/boxart/full_nicola-kanshuu-model-oshare-audition-2_233JapanFront.jpg,Nicola Kanshuu: Model * Oshare Audition 2,3DS,Action,Alchemist,Alchemist,,,,,0.06,,0.06,,,2011-11-03,
/games/boxart/1509516ccc.jpg,Cold Fear,XB,Action,Ubisoft,Darkworks,,,,,0.06,0.05,,0.01,0.0,2005-03-15,
/games/boxart/full_3505870AmericaFrontccc.jpg,Cartoon Network: Battle Crashers,3DS,Action,GameMill Entertainment,Magic Pockets,,3.5,,,0.06,0.04,,0.01,0.01,2016-11-08,2020-09-25
/games/boxart/full_7340527JapanFrontccc.jpg,Mobile Suit Gundam 00: Gundam Meisters,PS2,Action,Namco Bandai,Yuke's Future Media Creators,,,,,0.06,,0.06,,,2008-10-16,
/games/boxart/1191961ccc.gif,The Great Escape,XB,Action,Gotham Games,Pivotal Games,,,,,0.06,0.05,,0.01,0.0,2008-07-23,
/games/boxart/full_8178642AmericaFrontccc.jpg,Cartoon Network: Battle Crashers,XOne,Action,GameMill Entertainment,Magic Pockets,,,,,0.06,0.05,,0.01,0.01,2016-11-08,2020-09-25
/games/boxart/full_6532044AmericaFrontccc.jpg,Crazy Chicken Tales,Wii,Action,Conspiracy Entertainment,Conspiracy Entertainment Corporation,,,,,0.06,0.06,,,0.0,2009-12-01,
/games/boxart/full_2905424JapanFrontccc.jpg,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,Action,Namco Bandai,Bec,,,,,0.06,,0.06,,,2010-05-20,
/games/boxart/2361547ccc.jpg,Batman: Rise of Sin Tzu,GC,Action,Ubisoft,Ubisoft Montreal,,,,,0.06,0.05,,0.01,0.0,2003-11-11,
/games/boxart/full_3140473PALFrontccc.jpg,Deformers,PS4,Action,Ready at Dawn,Ready at Dawn,,,,,0.06,0.05,,,0.01,2017-04-21,
/games/boxart/full_tsumiki-block-drop-mania_74AmericaFront.jpg,Tsumiki: Block Drop Mania,DS,Action,SouthPeak Interactive,RED Entertainment,,,,,0.06,0.05,,,0.01,2011-11-18,
/games/boxart/full_7904832JapanFrontccc.jpg,Magi: Aratanaru Sekai,3DS,Action,Namco Bandai Games,Bandai Namco Games,,,,,0.06,,0.06,,,2014-02-14,2019-01-03
/games/boxart/full_7251184AmericaFrontccc.png,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,PSV,Action,Aksys Games,"Chunsoft Co., Ltd.",,,,,0.06,0.01,0.04,,0.01,2016-07-26,2018-09-22
/games/boxart/full_3877522JapanFrontccc.jpg,Neon Genesis Evangelion,N64,Action,Bandai,Bandai,,5.6,,,0.06,,0.06,,0.0,1999-06-25,
/games/boxart/full_6781085AmericaFrontccc.jpg,Arslan: The Warriors of Legend,All,Action,KOEI,Koei Tecmo Games,,,,0.06,,,,,,2016-02-09,2021-02-07
/games/boxart/full_4108820AmericaFrontccc.jpg,God Hand,PS2,Action,Capcom,Clover Studio,7.8,7.0,,0.06,,,,,,2006-10-10,
/games/boxart/full_7690107AmericaFrontccc.jpg,Prinny: Can I Really Be The Hero? (US sales),PSP,Action,NIS America,Nippon Ichi Software,,,,,0.06,0.06,,,,2009-02-17,2019-01-03
/games/boxart/full_8055876JapanFrontccc.jpg,Samurai Warriors 4-II,PSV,Action,Tecmo Koei,Omega Force,,,,,0.06,,0.06,,,2015-09-29,2018-05-02
/games/boxart/full_9776867AmericaFrontccc.jpg,Playmobil Knights,DS,Action,DreamCatcher Interactive,Morgen Studios,,,,,0.06,0.04,,0.01,0.0,2010-01-25,
/games/boxart/4645441ccc.jpg,Xiaolin Showdown,PSP,Action,Konami,BottleRocket Entertainment,,,,,0.06,0.05,,0.0,0.0,2006-11-14,
/games/boxart/full_5689804AmericaFrontccc.jpg,Hi Hi Puffy AmiYumi: Kaznapped,GBA,Action,D3 Publisher,Altron,,,,,0.06,0.04,,0.02,0.0,2005-11-20,
/games/boxart/9000947ccc.gif,Mercury Meltdown,PSP,Action,Ignition Entertainment,Ignition Banbury,,,,,0.06,0.05,,0.0,0.01,2006-10-03,
/games/boxart/609301ccc.gif,Resident Evil - Code: Veronica X,GC,Action,Capcom,Capcom,,5.6,,,0.06,0.05,,0.01,0.0,2003-12-03,
/games/boxart/6398091ccc.jpg,Trapt,PS2,Action,Tecmo,Paon Corporation,,,,,0.06,0.03,,0.02,0.01,2005-11-01,
/games/boxart/full_8634784AmericaFrontccc.jpg,Yomawari: Midnight Shadows,PS4,Action,NIS America,Nippon Ichi Software,,,,,0.06,0.02,0.04,,0.0,2017-10-24,2018-06-30
/games/boxart/full_6324582AmericaFrontccc.png,Resident Evil Director's Cut,PSN,Action,Sony Computer Entertainment,Capcom,,,,,0.06,,0.06,,,2009-05-28,
/games/boxart/full_550192AmericaFrontccc.jpg,Okami HD,XOne,Action,Capcom,Clover Studio,,,,,0.06,0.05,,,0.01,2017-12-12,2018-02-07
/games/boxart/full_8245799AmericaFrontccc.jpg,Vampire Rain: Altered Species,PS3,Action,Ignition Entertainment,Artoon,,3.5,,,0.06,0.05,0.0,0.0,0.01,2008-09-02,
/games/boxart/full_3894538AmericaFrontccc.jpg,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,Konami,Konami,,,,,0.06,0.05,,0.0,0.0,2005-11-01,
/games/boxart/full_2535210AmericaFrontccc.jpg,Jumper: Griffin's Story,X360,Action,Brash Entertainment,RedTribe Studios,,,,,0.06,0.05,,0.0,0.0,2008-02-12,
/games/boxart/full_8794216AmericaFrontccc.jpg,Raw Danger! (JP sales),PS2,Action,Agetec,Irem Software Engineering,,,,,0.06,,0.06,,,2007-06-19,
/games/boxart/full_9683008JapanFrontccc.jpg,Kamen Rider: Battride War Genesis,PS3,Action,Namco Bandai Games,Unknown,,,,,0.06,,0.06,,,2016-02-25,
/games/boxart/full_5992675AmericaFrontccc.jpg,Brave: A Warrior's Tale,X360,Action,SouthPeak Interactive,Collision Studios,,4.4,,,0.06,0.05,,0.01,0.0,2009-08-04,
/games/boxart/full_2150021JapanFrontccc.jpg,Gegege no Kitarou: Youkai Daigekisen,DS,Action,Namco Bandai,Bandai Namco Games,,,,,0.06,,0.06,,,2008-07-10,
/games/boxart/full_9610046AmericaFrontccc.jpg,G-Police: Weapons of Justice,PS,Action,Sony Computer Entertainment,Psygnosis,,,,,0.06,0.03,,0.02,0.0,1999-09-24,
/games/boxart/full_2669690AmericaFrontccc.jpg,Azure Striker Gunvolt: Striker Pack,NS,Action,Nighthawk Interactive,Inti Creates,,,,,0.06,0.03,0.01,0.01,0.0,2017-11-21,2018-01-11
/games/boxart/8016391ccc.jpg,Brave: A Warrior's Tale,Wii,Action,SouthPeak Interactive,Collision Studios,3.2,4.7,,,0.06,0.05,,0.0,0.0,2009-08-04,
/games/boxart/full_2075663AmericaFrontccc.jpg,Broken Helix,PS,Action,Konami,Konami,,,,,0.06,0.03,,0.02,0.0,1997-05-29,
/games/boxart/full_485257AmericaFrontccc.jpg,Top Gun: Hard Lock,X360,Action,505 Games,Headstrong Games,,,,,0.06,0.03,,0.02,0.0,2012-03-06,2019-01-03
/games/boxart/6578237ccc.gif,Winx Club: Quest for the Codex,DS,Action,Konami,Powerhead Games,,,,,0.06,0.03,,0.02,0.0,2006-11-13,
/games/boxart/6981065ccc.jpg,Fatal Frame,XB,Action,Tecmo,Tecmo,,7.9,,,0.06,0.04,,0.01,0.0,2002-11-22,
/games/boxart/full_5940638AmericaFrontccc.png,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,Action,Konami,Konami,,,,,0.06,,0.06,,,1991-12-01,
/games/boxart/full_x-men-destiny_421AmericaFront.jpg,X-Men: Destiny,DS,Action,Activision,Other Ocean Interactive,,2.0,,,0.06,0.05,,0.01,0.0,2011-09-27,
/games/boxart/6457909ccc.jpg,Resident Evil 2,GC,Action,Capcom,Capcom,,5.9,,,0.06,0.04,,0.01,0.0,2003-01-16,
/games/boxart/full_5474AmericaFrontccc.jpg,Arslan: The Warriors of Legend,XOne,Action,Tecmo Koei,Koei Tecmo Games,,,,,0.06,0.05,,0.0,0.01,2016-02-09,2018-07-31
/games/boxart/4526953ccc.jpg,Gun Showdown,PSP,Action,Activision,Neversoft Entertainment / Rebellion,,,,,0.06,0.05,,0.0,0.01,2006-10-10,
/games/boxart/6549288ccc.jpg,Catwoman,XB,Action,Electronic Arts,Argonaut Games,,4.7,,,0.06,0.04,,0.01,0.0,2004-07-20,
/games/boxart/3319478ccc.jpg,Warriors Orochi 2,X360,Action,KOEI,Omega Force,,4.6,,,0.06,0.04,0.01,0.0,0.0,2008-09-23,
/games/boxart/full_2201084JapanFrontccc.jpg,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Action,Takara Tomy,Takara Tomy,,,,,0.06,,0.06,,,2010-07-22,
/games/boxart/2479842ccc.jpg,Animorphs: Shattered Reality,PS,Action,Infogrames,Single Trac,,3.5,,,0.06,0.03,,0.02,0.0,2000-09-06,
/games/boxart/7153336ccc.jpg,Constantine,XB,Action,THQ,Bits Studios,,,,,0.06,0.04,,0.01,0.0,2005-02-14,
/games/boxart/full_4714416AmericaFrontccc.jpg,Cartoon Network: Battle Crashers,PS4,Action,GameMill Entertainment,Magic Pockets,,1.5,,,0.06,0.05,,,0.01,2016-11-08,2020-09-25
/games/boxart/9783858ccc.jpg,Tom Clancy's Splinter Cell: Double Agent,GC,Action,Ubisoft,Ubisoft Montreal,,5.6,,,0.06,0.04,,0.01,0.0,2006-10-26,
/games/boxart/full_6325860AmericaFrontccc.jpg,Monster High: New Ghoul in School,3DS,Action,Little Orbit,Torus Games,,,,,0.06,,,0.05,0.0,2015-10-27,2019-01-19
/games/boxart/full_4448628AmericaFrontccc.jpg,Extinction,PS4,Action,Maximum Games,Iron Galaxy,,,,,0.06,0.05,,,0.01,2018-04-10,2018-02-01
/games/boxart/full_5328906JapanFrontccc.jpg,Evangelion: Jo,PSP,Action,Namco Bandai,Bec,,,,,0.06,,0.06,,,2009-06-04,
/games/boxart/full_6772228JapanFrontccc.jpg,Gintama Ranbu,PS4,Action,Bandai Namco Games,Bandai Namco Games,,,,,0.06,,0.06,,,2018-01-18,2018-01-24
/games/boxart/1087072ccc.jpg,Samurai Jack: The Shadow of Aku,PS2,Action,Sega,Adrenium,,,,,0.06,0.03,,0.02,0.01,2004-03-24,
/games/boxart/full_7932345JapanFrontccc.jpg,Kamen Rider Kabuto,PS2,Action,Namco Bandai,Bandai Namco Games,,,,,0.06,,0.06,,,2006-11-30,
/games/boxart/full_6609360JapanFrontccc.png,One Piece: Pirate Warriors 3 - Deluxe Edition,NS,Action,Bandai Namco Entertainment,Omega Force,,8.5,,,0.06,,0.05,0.01,0.0,2018-05-11,2019-02-20
/games/boxart/7648354ccc.gif,Viewtiful Joe: Red Hot Rumble,GC,Action,Capcom,Clover Studio,,6.2,,,0.06,0.04,,0.01,0.0,2005-11-08,
/games/boxart/full_8434540AmericaFrontccc.png,Sine Mora EX,PS4,Action,THQ Nordic,Digital Reality,,,,,0.06,0.03,,0.01,0.01,2017-08-08,2018-08-15
/games/boxart/3791859ccc.gif,Scurge: Hive,DS,Action,SouthPeak Interactive,Unknown,,,,,0.06,0.05,,0.0,0.0,2006-11-01,
/games/boxart/full_9387446JapanFrontccc.jpg,All Kamen Rider: Rider Revolution,3DS,Action,Bandai Namco Games,Bandai Namco Games,,,,,0.06,,0.06,,,2016-12-01,2018-08-06
/games/boxart/full_6902429AmericaFrontccc.jpg,The Saboteur,PC,Action,Electronic Arts,Pandemic Studios,,7.1,,,0.06,,,0.05,0.01,2009-12-08,
/games/boxart/full_6723169AmericaFrontccc.jpg,Gal Gun: Double Peace,PSV,Action,PQube,Inti Creates,,,,,0.06,,0.01,0.03,0.01,2016-08-02,2018-03-04
/games/boxart/full_the-lord-of-the-rings-aragorns-quest_2AmericaFront.jpg,The Lord of the Rings: Aragorn's Quest,PS2,Action,Warner Bros. Interactive,TT Fusion,,,,,0.06,0.03,,0.02,0.01,2010-09-14,
/games/boxart/1877100ccc.jpg,BattleBots: Beyond the BattleBox,GBA,Action,Majesco,Cave Barn Studios,,5.8,,,0.06,0.04,,0.01,0.0,2002-12-10,
/games/boxart/3266664ccc.jpg,Harry Potter and the Sorcerer's Stone,PC,Action,Electronic Arts,KnowWonder,,,,,0.06,0.01,,0.04,0.01,2001-11-15,
/games/boxart/full_2175340AmericaFrontccc.jpg,Tiny Barbarian DX,NS,Action,Nicalis,Unknown,,,,,0.06,0.05,,,0.01,2017-10-10,2019-02-20
/games/boxart/full_2594030PALFrontccc.jpg,Styx: Shards of Darkness,XOne,Action,Focus Home Interactive,Cyanide Studio,,,,,0.06,0.05,,,0.01,2017-03-14,2018-01-06
